,type,tags,merchant_abn,count(1)
3541,a,"computer programming, data processing, integrated systems design",29641342749,8192
3542,a,"gift, card, novelty, souvenir",40555823280,15324
3543,b,"digital goods, books, movies, music",92265887651,8343
3544,a,shoe,11355018654,2243
3545,a,shoe,96965554802,1613
3546,b,"computer programming, data processing, integrated systems design",42735118354,392
3547,a,shoe,57961198956,1194
3548,a,"gift, card, novelty, souvenir",90612658132,1326
3549,a,"cable, satellite, other pay television, radio",73310644622,795
3550,a,"digital goods, books, movies, music",10945019164,1106
3551,a,"florists supplies, nursery stock, flowers",98957925622,157
3552,a,"watch, clock, jewelry repair",37762125537,1194
3553,b,"antique, repairs, restoration",88923351769,145
3554,a,"antique, repairs, restoration",78118727544,75
3555,c,"stationery, office supplies, printing, writing paper",25704682559,44
3556,c,"stationery, office supplies, printing, writing paper",51266227991,25
3557,a,"lawn, garden supply outlets, including nurseries",67437008946,47
3558,a,"stationery, office supplies, printing, writing paper",19894828184,54
3559,a,"lawn, garden supply outlets, including nurseries",83815730799,6857
3560,a,"music, musical instruments, pianos, sheet music",58314972637,3694
3561,a,"digital goods, books, movies, music",59067200778,2535
3562,a,"tent, awning",77013874702,2872
3563,b,"health, beauty spas",41197194464,145
3564,b,"florists supplies, nursery stock, flowers",41528904756,82
3565,c,"artist supply, craft",97453536197,1001
3566,b,"hobby, toy, game",15422452671,508
3567,c,"florists supplies, nursery stock, flowers",95566253960,95
3568,b,"motor vehicle supplies, new parts",54785263912,167
3569,a,telecom,85449177396,61
3570,b,"art dealers, galleries",44527459864,58
3571,b,"watch, clock, jewelry repair",83992396729,235
3572,b,"motor vehicle supplies, new parts",43590095676,35
3573,a,"digital goods, books, movies, music",26551094436,272
3574,b,"lawn, garden supply outlets, including nurseries",67165527084,1051
3575,a,"computers, computer peripheral equipment, software",13902377680,443
3576,c,"lawn, garden supply outlets, including nurseries",73546158413,4478
3577,a,"digital goods, books, movies, music",90087872851,19031
3578,b,"bicycle,",79633007926,15451
3579,a,"antique, repairs, restoration",87998844202,4486
3580,b,"digital goods, books, movies, music",85765359302,2919
3581,c,"computer programming, data processing, integrated systems design",97785987616,1592
3582,a,"opticians, optical goods, eyeglasses",92532402483,232
3583,a,"artist supply, craft",44473011453,1043
3584,b,"music, musical instruments, pianos, sheet music",87964227397,1554
3585,b,"cable, satellite, other pay television, radio",62040991164,111
3586,a,"gift, card, novelty, souvenir",92680456497,205
3587,c,"tent, awning",75204058478,923
3588,b,"computers, computer peripheral equipment, software",22629400849,88
3589,c,shoe,48952879715,201
3590,a,"equipment, tool, furniture, appliance rental, leasing",76910557723,118
3591,a,"lawn, garden supply outlets, including nurseries",56429066925,418
3592,a,"digital goods, books, movies, music",47342527664,117
3593,b,"artist supply, craft",76235641670,66
3594,a,shoe,82524209016,111
3595,a,"artist supply, craft",50585758076,17
3596,b,"bicycle,",23398653749,99
3597,b,"opticians, optical goods, eyeglasses",65161304947,232
3598,a,"bicycle,",15489539819,12
3599,a,"hobby, toy, game",39961396807,15
3600,a,"equipment, tool, furniture, appliance rental, leasing",36300724008,43
3601,c,"stationery, office supplies, printing, writing paper",61812192237,44
3602,b,shoe,71476669593,823
3603,a,"stationery, office supplies, printing, writing paper",57757792876,8555
3604,b,"cable, satellite, other pay television, radio",83051195337,1397
3605,a,"health, beauty spas",15367144876,2076
3606,a,"digital goods, books, movies, music",70920423684,3057
3607,a,"lawn, garden supply outlets, including nurseries",16256895427,5059
3608,c,"computers, computer peripheral equipment, software",14639241847,1950
3609,b,"computers, computer peripheral equipment, software",70223714517,3052
3610,a,"computers, computer peripheral equipment, software",43065448760,67
3611,c,"furniture, home furnishings, equipment, manufacturers",80525145658,819
3612,a,"watch, clock, jewelry repair",83147343261,616
3613,a,"gift, card, novelty, souvenir",95499028329,1350
3614,a,"computer programming, data processing, integrated systems design",55090181035,3447
3615,a,shoe,74764807084,720
3616,d,"bicycle,",58409055337,282
3617,a,"cable, satellite, other pay television, radio",93580972005,334
3618,c,"watch, clock, jewelry repair",21887123887,252
3619,b,"health, beauty spas",99063901069,40
3620,b,"bicycle,",93024392300,198
3621,c,"art dealers, galleries",84228395458,28
3622,a,"art dealers, galleries",42392117775,10
3623,a,"digital goods, books, movies, music",79707467977,180
3624,b,"books, periodicals, newspapers",50931818377,97
3625,c,"music, musical instruments, pianos, sheet music",62596784370,12
3626,b,"antique, repairs, restoration",89598973352,97
3627,a,"computers, computer peripheral equipment, software",52379134298,20
3628,b,"health, beauty spas",63948652504,34
3629,b,"antique, repairs, restoration",99801770627,2
3630,c,"gift, card, novelty, souvenir",87630626808,5623
3631,a,"computer programming, data processing, integrated systems design",24351356445,1632
3632,a,"computer programming, data processing, integrated systems design",69069584766,6257
3633,b,"digital goods, books, movies, music",39869100896,5044
3634,a,"watch, clock, jewelry repair",69934752604,2320
3635,e,"watch, clock, jewelry repair",36758807067,330
3636,a,"gift, card, novelty, souvenir",54429225092,2752
3637,b,"hobby, toy, game",58729395250,1766
3638,a,"health, beauty spas",52794670013,2016
3639,c,"bicycle,",33087124172,1744
3640,c,"computer programming, data processing, integrated systems design",67610254313,157
3641,b,"cable, satellite, other pay television, radio",52813650988,135
3642,a,shoe,97259357542,543
3643,b,"artist supply, craft",88642718732,266
3644,a,"florists supplies, nursery stock, flowers",87622758183,209
3645,a,shoe,84357911995,346
3646,c,"motor vehicle supplies, new parts",59581212604,229
3647,b,"art dealers, galleries",22883189698,6
3648,a,"lawn, garden supply outlets, including nurseries",99378147610,103
3649,a,"artist supply, craft",63290521567,152022
3650,b,"gift, card, novelty, souvenir",65731681830,491
3651,a,"digital goods, books, movies, music",75034515922,32533
3652,a,"stationery, office supplies, printing, writing paper",74589998324,2752
3653,a,"florists supplies, nursery stock, flowers",77149983383,1891
3654,b,shoe,17431888602,2551
3655,c,"stationery, office supplies, printing, writing paper",27093785141,21574
3656,a,"stationery, office supplies, printing, writing paper",64941032224,784
3657,b,"stationery, office supplies, printing, writing paper",59615752944,1809
3658,b,"gift, card, novelty, souvenir",51149146502,685
3659,b,"gift, card, novelty, souvenir",34095207240,2239
3660,c,"bicycle,",50423424106,1816
3661,a,"watch, clock, jewelry repair",26994239326,259
3662,a,"computer programming, data processing, integrated systems design",77712035156,198
3663,b,"music, musical instruments, pianos, sheet music",64931596817,98
3664,b,"books, periodicals, newspapers",74350755562,710
3665,b,"gift, card, novelty, souvenir",29859203033,543
3666,b,"hobby, toy, game",52451319982,109
3667,c,"cable, satellite, other pay television, radio",81578465750,923
3668,c,"digital goods, books, movies, music",21817899740,196
3669,b,"art dealers, galleries",98253764162,219
3670,b,"watch, clock, jewelry repair",59873499253,68
3671,c,"books, periodicals, newspapers",69726000438,60
3672,b,"books, periodicals, newspapers",98596134379,42
3673,a,"music, musical instruments, pianos, sheet music",28880110118,14
3674,a,"gift, card, novelty, souvenir",89933762267,3149
3675,b,"opticians, optical goods, eyeglasses",26445720989,7615
3676,b,shoe,72857570096,4013
3677,a,"furniture, home furnishings, equipment, manufacturers",35809331583,1530
3678,b,telecom,82545351270,638
3679,a,"lawn, garden supply outlets, including nurseries",46116141083,834
3680,b,"music, musical instruments, pianos, sheet music",13041890826,1455
3681,a,"artist supply, craft",17060583346,1623
3682,a,"tent, awning",66432686430,1574
3683,b,"bicycle,",86340649164,216
3684,d,"health, beauty spas",23490868997,995
3685,c,"jewelry, watch, clock, silverware",39700611505,8
3686,a,"cable, satellite, other pay television, radio",71757256494,279
3687,c,"digital goods, books, movies, music",34984654037,1163
3688,a,"digital goods, books, movies, music",29362189014,7735
3689,b,"lawn, garden supply outlets, including nurseries",82298341051,2858
3690,a,"lawn, garden supply outlets, including nurseries",60121698774,5492
3691,a,shoe,56796971172,3051
3692,a,"hobby, toy, game",38435278995,10431
3693,c,"lawn, garden supply outlets, including nurseries",78327477486,3087
3694,a,"computers, computer peripheral equipment, software",13986396343,56
3695,c,"lawn, garden supply outlets, including nurseries",86305947527,487
3696,a,"bicycle,",55559667703,1457
3697,b,"hobby, toy, game",25902222415,815
3698,a,"gift, card, novelty, souvenir",29748559436,412
3699,b,"cable, satellite, other pay television, radio",77313075219,1603
3700,b,"tent, awning",21782713770,281
3701,c,"artist supply, craft",34178940059,80
3702,a,"opticians, optical goods, eyeglasses",60152133722,33
3703,b,"equipment, tool, furniture, appliance rental, leasing",29524720064,58
3704,b,"furniture, home furnishings, equipment, manufacturers",94269319521,8
3705,a,"artist supply, craft",38721422513,29
3706,c,"computer programming, data processing, integrated systems design",84703983173,35384
3707,a,"health, beauty spas",43650058736,1330
3708,a,"artist supply, craft",27915232337,210
3709,b,"cable, satellite, other pay television, radio",61242800720,2323
3710,b,"art dealers, galleries",86710922099,3356
3711,b,"hobby, toy, game",25117003509,12
3712,b,"cable, satellite, other pay television, radio",43162178066,1523
3713,c,"lawn, garden supply outlets, including nurseries",70009327857,4143
3714,c,"gift, card, novelty, souvenir",58825561585,1205
3715,b,shoe,12543580354,4363
3716,a,"florists supplies, nursery stock, flowers",23692710924,3098
3717,c,"music, musical instruments, pianos, sheet music",91016242612,1445
3718,d,"music, musical instruments, pianos, sheet music",67283489810,2373
3719,c,"bicycle,",25125950126,499
3720,a,"computers, computer peripheral equipment, software",15514494276,25
3721,b,"gift, card, novelty, souvenir",86269318582,122
3722,a,"music, musical instruments, pianos, sheet music",25971755977,267
3723,a,"motor vehicle supplies, new parts",21645141747,382
3724,b,"books, periodicals, newspapers",79485323533,34
3725,b,"bicycle,",93072925663,98
3726,a,"computers, computer peripheral equipment, software",61728854460,51
3727,a,"bicycle,",59153557367,33
3728,b,"tent, awning",73972053940,23807
3729,c,"stationery, office supplies, printing, writing paper",89260537373,3281
3730,a,"tent, awning",86416078719,457
3731,c,"computer programming, data processing, integrated systems design",31969420866,2530
3732,e,shoe,19455998870,598
3733,c,"music, musical instruments, pianos, sheet music",32803063236,160
3734,a,"books, periodicals, newspapers",93765834526,116
3735,c,"gift, card, novelty, souvenir",68977708301,159
3736,a,"florists supplies, nursery stock, flowers",42623634273,197
3737,a,"antique, repairs, restoration",48549026640,6
3738,a,"motor vehicle supplies, new parts",89590900097,119
3739,a,telecom,91426391836,29
3740,c,"jewelry, watch, clock, silverware",29027010572,4
3741,a,shoe,81917023918,42
3742,a,"antique, repairs, restoration",22853038342,2
3743,c,"equipment, tool, furniture, appliance rental, leasing",77898879994,22
3744,a,"furniture, home furnishings, equipment, manufacturers",26148653604,11918
3745,a,"artist supply, craft",69418675752,1328
3746,b,"cable, satellite, other pay television, radio",70052129860,9543
3747,b,"computer programming, data processing, integrated systems design",35909341340,31966
3748,a,"artist supply, craft",48091635916,1261
3749,b,shoe,50667745027,804
3750,e,"gift, card, novelty, souvenir",13093581573,5499
3751,b,"health, beauty spas",39618687681,1651
3752,c,"lawn, garden supply outlets, including nurseries",33032934489,1334
3753,a,"gift, card, novelty, souvenir",47276015798,890
3754,a,"cable, satellite, other pay television, radio",96794593428,581
3755,a,"motor vehicle supplies, new parts",64431686132,417
3756,a,"gift, card, novelty, souvenir",95402237897,318
3757,b,"bicycle,",68257308107,122
3758,a,"music, musical instruments, pianos, sheet music",34530907184,34
3759,c,"artist supply, craft",14570580767,53
3760,b,"artist supply, craft",10385011947,21
3761,b,"books, periodicals, newspapers",42399949944,71
3762,e,"motor vehicle supplies, new parts",54292545196,36
3763,c,"stationery, office supplies, printing, writing paper",75453677512,116
3764,b,"hobby, toy, game",89022158521,7199
3765,a,shoe,55842128301,3375
3766,b,"hobby, toy, game",95013376739,122
3767,a,"music, musical instruments, pianos, sheet music",93442141629,994
3768,b,"hobby, toy, game",21204719156,571
3769,a,"bicycle,",11802512399,661
3770,b,"art dealers, galleries",66522814831,45
3771,a,"equipment, tool, furniture, appliance rental, leasing",40996724992,12
